measure,real_mean,sim_mean
SFD,204.05742150022272,204.23234467422753
GD,218.22919464111328,210.10805415772555
TT,218.5592385007624,215.47877768131724
P_skip,0.20170818460292145,0.1152451836662363
P_refix,0.09706558061821217,0.04774566492792175
P_reg,0.016342940685045947,0.09072974653303038
